BW    336 #MHz
FRES  1 #MHz
NFRB 10000 #Number of FRBs
DIAM 12
NBEAMS 36
BEAM lat50_log #prefix of beam file
THRESH 4.4 #Jy ms to a 1 ms burst, very basic. Likely higher
SNRTHRESH 9 # signal-to-noise threshold: scales jy ms to snr
KEY ID 		DM   DMG DMEG	Z       SNR     w
FRB 4796   540.5  35    455.5  0.172    11.6    2.0
FRB 4797   289.2  35    204.2  0.288    10.0    3.0
FRB 4798   576.6  35    491.6  0.030   127.1    1.0
FRB 4799   358.0  35    273.0  0.161    31.1    2.0
FRB 4800   255.3  35    170.3  0.005   349.0    3.0
FRB 4801   178.9  35     93.9  0.063    61.7    5.0
FRB 4802   279.8  35    194.8  0.203    13.7    3.0
FRB 4803   387.5  35    302.5  0.179    13.0    2.0
FRB 4804   305.8  35    220.8  0.074    10.0    4.0
FRB 4805   569.0  35    484.0  0.139    13.8    2.0
FRB 4806   294.6  35    209.6  0.360    14.1    3.0
FRB 4807   248.9  35    163.9  0.178    24.3    1.0
FRB 4808   122.7  35     37.7  0.026    10.1    2.0
FRB 4809   889.8  35    804.8  0.558    15.1    2.0
FRB 4810   616.0  35    531.0  0.112    10.7    4.0
FRB 4811   495.5  35    410.5  0.171    15.7    2.0
FRB 4812   624.0  35    539.0  0.565    31.3    2.0
FRB 4813   210.4  35    125.4  0.089     9.9    2.0
FRB 4814   329.0  35    244.0  0.238    26.2    1.0
FRB 4815   103.4  35     18.4  0.008    32.1    4.0
FRB 4816   402.1  35    317.1  0.001    14.5    1.0
FRB 4817   513.2  35    428.2  0.205    11.9    2.0
FRB 4818   354.8  35    269.8  0.200    30.0    3.0
FRB 4819   279.8  35    194.8  0.046     9.6    4.0
FRB 4820   508.4  35    423.4  0.409    13.8    2.0
FRB 4821   293.6  35    208.6  0.082    10.2    2.0
FRB 4822   511.5  35    426.5  0.419    28.9    1.0
FRB 4823   208.8  35    123.8  0.020    24.9    0.0
FRB 4824   756.0  35    671.0  0.502    15.9    3.0
FRB 4825   389.7  35    304.7  0.279    17.2    4.0
FRB 4826   630.1  35    545.1  0.637     9.4    2.0
FRB 4827   496.5  35    411.5  0.374     9.9    3.0
FRB 4828   812.7  35    727.7  0.301     9.0    3.0
FRB 4829   464.5  35    379.5  0.250    11.3    1.0
FRB 4830   142.1  35     57.1  0.028    14.7    4.0
FRB 4831   298.9  35    213.9  0.023    15.7    3.0
FRB 4832   188.3  35    103.3  0.099    20.8    4.0
FRB 4833   163.6  35     78.6  0.020    11.7    4.0
FRB 4834   502.4  35    417.4  0.043    11.5    4.0
FRB 4835   360.6  35    275.6  0.061    27.9    1.0
FRB 4836   674.5  35    589.5  0.459    12.0    4.0
FRB 4837   515.4  35    430.4  0.128     9.5    3.0
FRB 4838   572.5  35    487.5  0.409    37.5    3.0
FRB 4839   378.1  35    293.1  0.354    33.7    3.0
FRB 4840  1183.3  35   1098.3  0.349    27.4    3.0
FRB 4841   421.2  35    336.2  0.136    87.8    3.0
FRB 4842  1003.0  35    918.0  0.286    26.1    2.0
FRB 4843   634.4  35    549.4  0.081   115.2    4.0
FRB 4844   593.9  35    508.9  0.529    15.6    3.0
FRB 4845   437.5  35    352.5  0.376    36.5    1.0
FRB 4846   775.4  35    690.4  0.388    13.0    3.0
FRB 4847   273.3  35    188.3  0.114   102.5    3.0
FRB 4848   531.8  35    446.8  0.056    13.7    3.0
FRB 4849   315.3  35    230.3  0.226    14.5    2.0
FRB 4850   484.1  35    399.1  0.123    14.7    3.0
FRB 4851   215.8  35    130.8  0.140    28.7    1.0
FRB 4852   281.9  35    196.9  0.128    12.5    4.0
FRB 4853   214.3  35    129.3  0.103    11.0    1.0
FRB 4854   489.8  35    404.8  0.040    28.8    3.0
FRB 4855   400.8  35    315.8  0.274     9.9    2.0
FRB 4856   902.1  35    817.1  0.478    13.4    2.0
FRB 4857   609.8  35    524.8  0.265    14.4    3.0
FRB 4858   248.7  35    163.7  0.030    18.2    3.0
FRB 4859   469.4  35    384.4  0.410    17.5    3.0
FRB 4860   155.3  35     70.3  0.012    17.4    4.0
FRB 4861   622.0  35    537.0  0.464     9.8    3.0
FRB 4862   335.3  35    250.3  0.043    13.1    3.0
FRB 4863   386.4  35    301.4  0.287    16.7    2.0
FRB 4864   264.6  35    179.6  0.226     9.7    1.0
FRB 4865   266.8  35    181.8  0.169    58.0    2.0
FRB 4866   265.8  35    180.8  0.000    15.9    1.0
FRB 4867   169.0  35     84.0  0.040    80.9    2.0
FRB 4868   317.4  35    232.4  0.329    27.4    2.0
FRB 4869   706.0  35    621.0  0.319    13.1    3.0
FRB 4870   134.1  35     49.1  0.017    46.3    2.0
FRB 4871  1132.0  35   1047.0  0.127    51.2    2.0
FRB 4872   567.4  35    482.4  0.495    20.4    1.0
FRB 4873   206.8  35    121.8  0.047    12.0    2.0
FRB 4874   288.5  35    203.5  0.055    26.1    4.0
FRB 4875   819.7  35    734.7  0.690    14.1    2.0
FRB 4876   477.5  35    392.5  0.279    14.3    4.0
FRB 4877   638.1  35    553.1  0.016    13.1    3.0
FRB 4878   487.4  35    402.4  0.200    55.9    3.0
FRB 4879   517.8  35    432.8  0.465     9.6    3.0
FRB 4880   309.7  35    224.7  0.264    44.2    2.0
FRB 4881   697.7  35    612.7  0.564    13.0    3.0
FRB 4882   939.2  35    854.2  0.637    17.4    1.0
FRB 4883   267.6  35    182.6  0.299    15.0    3.0
FRB 4884   296.1  35    211.1  0.089    18.4    4.0
FRB 4885   531.9  35    446.9  0.575    16.3    2.0
FRB 4886   384.1  35    299.1  0.007    33.3    3.0
FRB 4887   158.1  35     73.1  0.045    42.4    3.0
FRB 4888   607.9  35    522.9  0.072    13.4    2.0
FRB 4889   396.8  35    311.8  0.160    12.4    4.0
FRB 4890   473.7  35    388.7  0.425    13.3    3.0
FRB 4891   381.8  35    296.8  0.128    20.4    3.0
FRB 4892   395.2  35    310.2  0.203    56.0    2.0
FRB 4893   137.5  35     52.5  0.058    19.6    4.0
FRB 4894   287.5  35    202.5  0.281    11.5    1.0
FRB 4895   893.8  35    808.8  0.244    17.0    3.0
FRB 4896   385.3  35    300.3  0.343    26.1    4.0
FRB 4897   538.0  35    453.0  0.420    14.5    2.0
FRB 4898   231.5  35    146.5  0.165    45.7    4.0
FRB 4899   146.1  35     61.1  0.055    12.3    2.0
FRB 4900   214.6  35    129.6  0.053   126.3    3.0
FRB 4901   584.9  35    499.9  0.441    13.9    3.0
FRB 4902   327.7  35    242.7  0.092   941.1    2.0
FRB 4903   799.8  35    714.8  0.013    32.1    4.0
FRB 4904   343.2  35    258.2  0.143    36.1    4.0
FRB 4905   188.5  35    103.5  0.097    72.2    3.0
FRB 4906   361.7  35    276.7  0.314    22.1    3.0
FRB 4907   330.4  35    245.4  0.076    82.4    2.0
FRB 4908   615.8  35    530.8  0.595    11.6    1.0
FRB 4909   509.9  35    424.9  0.243    14.3    5.0
FRB 4910  1282.8  35   1197.8  0.250    14.3    3.0
FRB 4911   578.9  35    493.9  0.215    10.1    4.0
FRB 4912   429.0  35    344.0  0.475    12.7    3.0
FRB 4913   260.9  35    175.9  0.289    16.4    3.0
FRB 4914   353.8  35    268.8  0.424    72.2    2.0
FRB 4915   211.6  35    126.6  0.114    13.1    3.0
FRB 4916   598.7  35    513.7  0.572     9.7    2.0
FRB 4917   501.7  35    416.7  0.131    14.5    3.0
FRB 4918   473.5  35    388.5  0.474    47.6    3.0
FRB 4919   302.4  35    217.4  0.206    14.3    2.0
FRB 4920   331.5  35    246.5  0.019    10.5    5.0
FRB 4921   750.1  35    665.1  0.561    10.5    2.0
FRB 4922   633.2  35    548.2  0.377    13.3    3.0
FRB 4923   199.0  35    114.0  0.008     9.6    3.0
FRB 4924   538.1  35    453.1  0.437    11.9    1.0
FRB 4925   658.4  35    573.4  0.194    50.5    3.0
FRB 4926   336.4  35    251.4  0.070    22.3    2.0
FRB 4927   880.8  35    795.8  0.489    15.3    2.0
FRB 4928   417.6  35    332.6  0.233    21.0    2.0
FRB 4929   531.6  35    446.6  0.218    15.3    2.0
FRB 4930   777.0  35    692.0  0.209     9.9    2.0
FRB 4931   778.5  35    693.5  0.711    15.8    1.0
FRB 4932   554.7  35    469.7  0.304    16.4    0.0
FRB 4933   753.6  35    668.6  0.400    12.0    3.0
FRB 4934   572.4  35    487.4  0.208    36.9    3.0
FRB 4935   467.2  35    382.2  0.212     9.1    4.0
FRB 4936   617.2  35    532.2  0.018   383.0    2.0
FRB 4937   384.8  35    299.8  0.075    12.6    2.0
FRB 4938   325.7  35    240.7  0.219    12.7    2.0
FRB 4939   597.5  35    512.5  0.470    15.5    2.0
FRB 4940   133.0  35     48.0  0.042    76.1    4.0
FRB 4941   632.4  35    547.4  0.124    21.7    5.0
FRB 4942   141.9  35     56.9  0.031    29.9    4.0
FRB 4943   422.1  35    337.1  0.267    10.0    5.0
FRB 4944   429.6  35    344.6  0.064     9.0    2.0
FRB 4945   352.5  35    267.5  0.444    14.4    4.0
FRB 4946   256.7  35    171.7  0.063    75.0    3.0
FRB 4947   788.1  35    703.1  0.011    60.2    2.0
FRB 4948   469.6  35    384.6  0.057    11.6    2.0
FRB 4949   389.8  35    304.8  0.300    22.3    1.0
FRB 4950   282.7  35    197.7  0.193    48.7    2.0
FRB 4951   287.4  35    202.4  0.242    50.4    2.0
FRB 4952   152.4  35     67.4  0.022    24.6    3.0
FRB 4953   392.7  35    307.7  0.274    25.8    0.0
FRB 4954   244.7  35    159.7  0.231     9.8    1.0
FRB 4955   385.0  35    300.0  0.409    14.8    2.0
FRB 4956   331.4  35    246.4  0.130    14.8    2.0
FRB 4957   401.5  35    316.5  0.268    18.6    1.0
FRB 4958   298.6  35    213.6  0.263    32.5    3.0
FRB 4959   687.5  35    602.5  0.630    12.3    3.0
FRB 4960   179.8  35     94.8  0.137    12.8    2.0
FRB 4961   390.1  35    305.1  0.019    28.7    2.0
FRB 4962   583.3  35    498.3  0.397    12.4    1.0
FRB 4963   627.1  35    542.1  0.304     9.9    2.0
FRB 4964   573.4  35    488.4  0.094    14.1    2.0
FRB 4965   315.8  35    230.8  0.405    13.5    2.0
FRB 4966   331.3  35    246.3  0.110    35.0    4.0
FRB 4967   598.1  35    513.1  0.241    16.5    3.0
FRB 4968   470.4  35    385.4  0.201     9.2    2.0
FRB 4969   303.9  35    218.9  0.095    26.7    2.0
FRB 4970   426.6  35    341.6  0.278    14.8    3.0
FRB 4971   485.5  35    400.5  0.581    13.5    1.0
FRB 4972   304.8  35    219.8  0.004    45.2    4.0
FRB 4973   151.3  35     66.3  0.002    34.8    2.0
FRB 4974   282.4  35    197.4  0.134     9.3    3.0
FRB 4975   524.8  35    439.8  0.331    59.2    4.0
FRB 4976   314.6  35    229.6  0.028    13.0    4.0
FRB 4977   349.7  35    264.7  0.088    10.2    5.0
FRB 4978   316.7  35    231.7  0.361    80.6    3.0
FRB 4979   287.0  35    202.0  0.130    19.3    2.0
FRB 4980   257.6  35    172.6  0.215    27.7    3.0
FRB 4981   658.7  35    573.7  0.455    10.2    2.0
FRB 4982   472.0  35    387.0  0.340    19.5    1.0
FRB 4983   225.6  35    140.6  0.168    73.9    3.0
FRB 4984   277.7  35    192.7  0.024    14.6    5.0
FRB 4985   375.2  35    290.2  0.169     9.8    3.0
FRB 4986   155.9  35     70.9  0.107    19.9    3.0
FRB 4987   305.4  35    220.4  0.044     9.7    1.0
FRB 4988   421.8  35    336.8  0.493    17.8    3.0
FRB 4989   550.8  35    465.8  0.019    21.0    3.0
FRB 4990   276.1  35    191.1  0.297    11.5    1.0
FRB 4991   644.8  35    559.8  0.461    14.9    3.0
FRB 4992   367.2  35    282.2  0.010    37.1    2.0
FRB 4993   390.8  35    305.8  0.297    15.3    4.0
FRB 4994   339.6  35    254.6  0.225    19.0    4.0
FRB 4995   942.2  35    857.2  0.505    12.1    1.0
FRB 4996   448.5  35    363.5  0.558    15.5    2.0
FRB 4997   323.7  35    238.7  0.050     9.1    4.0
FRB 4998   408.7  35    323.7  0.066   128.0    2.0
FRB 4999   219.1  35    134.1  0.179    18.0    4.0
FRB 5000   280.6  35    195.6  0.338     9.6    1.0
FRB 5001   240.6  35    155.6  0.051    27.6    1.0
FRB 5002   383.8  35    298.8  0.169    17.6    2.0
FRB 5003   192.2  35    107.2  0.043    20.5    1.0
FRB 5004   484.8  35    399.8  0.324    14.2    4.0
FRB 5005   433.5  35    348.5  0.472    10.1    3.0
FRB 5006   346.5  35    261.5  0.057    18.4    3.0
FRB 5007   439.9  35    354.9  0.467    10.2    1.0
FRB 5008   999.9  35    914.9  0.580    20.5    2.0
FRB 5009   375.8  35    290.8  0.187    11.7    3.0
FRB 5010   445.5  35    360.5  0.460     9.0    3.0
FRB 5011   279.1  35    194.1  0.173    16.2    3.0
FRB 5012   233.2  35    148.2  0.150    17.6    3.0
FRB 5013   367.7  35    282.7  0.150    10.9    3.0
FRB 5014   499.6  35    414.6  0.159    11.5    4.0
FRB 5015   224.5  35    139.5  0.027    11.0    3.0
FRB 5016   442.4  35    357.4  0.411     9.8    3.0
FRB 5017   512.7  35    427.7  0.356    13.5    3.0
FRB 5018   890.4  35    805.4  0.382    14.5    2.0
FRB 5019   261.2  35    176.2  0.121     9.3    5.0
FRB 5020   460.8  35    375.8  0.216    10.0    4.0
FRB 5021   147.1  35     62.1  0.028    10.7    1.0
FRB 5022   169.4  35     84.4  0.005    33.8    3.0
FRB 5023   331.6  35    246.6  0.212    11.0    3.0
FRB 5024   792.1  35    707.1  0.298    11.1    4.0
FRB 5025   656.2  35    571.2  0.413    17.6    2.0
FRB 5026   360.0  35    275.0  0.317    11.1    2.0
FRB 5027   588.0  35    503.0  0.433    13.1    0.0
FRB 5028   459.3  35    374.3  0.341    10.9    3.0
FRB 5029   393.7  35    308.7  0.379    13.1    1.0
FRB 5030   210.1  35    125.1  0.112    11.6    1.0
FRB 5031   542.4  35    457.4  0.676    10.5    0.0
FRB 5032   222.4  35    137.4  0.079    15.6    4.0
FRB 5033   540.5  35    455.5  0.065     9.4    2.0
FRB 5034   212.0  35    127.0  0.147    22.2    3.0
FRB 5035   292.7  35    207.7  0.233    11.9    3.0
FRB 5036   144.4  35     59.4  0.036    11.2    3.0
FRB 5037   300.1  35    215.1  0.258    16.0    3.0
FRB 5038   487.2  35    402.2  0.173    28.0    3.0
FRB 5039   413.4  35    328.4  0.228    48.7    3.0
FRB 5040   256.8  35    171.8  0.178    12.2    2.0
FRB 5041   440.9  35    355.9  0.286    16.4    3.0
FRB 5042   491.8  35    406.8  0.499    16.3    3.0
FRB 5043   148.9  35     63.9  0.039     9.4    3.0
FRB 5044   188.0  35    103.0  0.133    29.8    2.0
FRB 5045   497.4  35    412.4  0.062    47.0    3.0
FRB 5046   196.8  35    111.8  0.025     9.6    3.0
FRB 5047   347.5  35    262.5  0.243    14.7    4.0
FRB 5048   676.8  35    591.8  0.350     9.6    1.0
FRB 5049   279.5  35    194.5  0.012    20.4    3.0
FRB 5050   739.6  35    654.6  0.358    11.2    2.0
FRB 5051   679.2  35    594.2  0.508    18.8    1.0
FRB 5052   325.3  35    240.3  0.141    16.9    2.0
FRB 5053   273.9  35    188.9  0.247    12.3    3.0
FRB 5054   349.1  35    264.1  0.312     9.2    2.0
FRB 5055   256.8  35    171.8  0.032     9.9    2.0
FRB 5056   290.1  35    205.1  0.214     9.6    4.0
FRB 5057   193.2  35    108.2  0.048     9.5    3.0
FRB 5058   269.1  35    184.1  0.206    28.1    1.0
FRB 5059   341.4  35    256.4  0.058    10.1    4.0
FRB 5060   721.6  35    636.6  0.306    14.5    3.0
FRB 5061   430.4  35    345.4  0.387    26.5    1.0
FRB 5062   308.1  35    223.1  0.205    22.5    3.0
FRB 5063   305.3  35    220.3  0.166    21.0    3.0
FRB 5064   429.9  35    344.9  0.224   158.6    3.0
FRB 5065   192.5  35    107.5  0.165     9.8    1.0
FRB 5066   508.7  35    423.7  0.381     9.4    2.0
FRB 5067   552.7  35    467.7  0.454    13.3    4.0
FRB 5068   156.8  35     71.8  0.110    44.3    3.0
FRB 5069   484.4  35    399.4  0.039    14.8    4.0
FRB 5070   589.5  35    504.5  0.523     9.4    0.0
FRB 5071   267.4  35    182.4  0.245    15.4    3.0
FRB 5072   175.5  35     90.5  0.085    19.5    4.0
FRB 5073   270.4  35    185.4  0.143    13.3    2.0
FRB 5074   155.9  35     70.9  0.040    37.2    3.0
FRB 5075   303.8  35    218.8  0.115    15.1    2.0
FRB 5076   413.1  35    328.1  0.240     9.8    3.0
FRB 5077   376.6  35    291.6  0.074    10.9    1.0
FRB 5078   465.6  35    380.6  0.377    13.0    2.0
FRB 5079   187.9  35    102.9  0.108   164.2    4.0
FRB 5080   341.8  35    256.8  0.135    19.1    2.0
FRB 5081   364.9  35    279.9  0.172    22.6    2.0
FRB 5082   228.1  35    143.1  0.132    16.7    1.0
FRB 5083   634.2  35    549.2  0.432    25.0    3.0
FRB 5084   440.7  35    355.7  0.519    11.8    1.0
FRB 5085   597.4  35    512.4  0.275    23.8    2.0
FRB 5086   290.5  35    205.5  0.135    22.0    3.0
FRB 5087   389.0  35    304.0  0.398    12.2    4.0
FRB 5088   274.4  35    189.4  0.093    16.0    0.0
FRB 5089   529.8  35    444.8  0.344    13.0    2.0
FRB 5090   368.2  35    283.2  0.250    32.0    2.0
FRB 5091   190.0  35    105.0  0.061    42.9    3.0
FRB 5092   827.4  35    742.4  0.237   127.6    2.0
FRB 5093   130.6  35     45.6  0.003    10.4    3.0
FRB 5094   650.1  35    565.1  0.874    11.1    1.0
FRB 5095   306.8  35    221.8  0.201    12.0    3.0
FRB 5096   592.7  35    507.7  0.446    25.1    2.0
FRB 5097   534.2  35    449.2  0.502    15.2    2.0
FRB 5098   131.5  35     46.5  0.038   150.5    3.0
FRB 5099   307.3  35    222.3  0.035   732.4    3.0
FRB 5100   458.8  35    373.8  0.353    12.7    4.0
FRB 5101   610.9  35    525.9  0.544    10.5    2.0
FRB 5102   583.2  35    498.2  0.146     9.3    1.0
FRB 5103   604.8  35    519.8  0.391    23.8    2.0
FRB 5104   608.3  35    523.3  0.164    10.8    2.0
FRB 5105   230.9  35    145.9  0.016    16.7    2.0
FRB 5106   413.5  35    328.5  0.368     9.8    3.0
FRB 5107   270.5  35    185.5  0.200    60.7    1.0
FRB 5108   296.8  35    211.8  0.155   152.4    3.0
FRB 5109   428.3  35    343.3  0.203    11.7    3.0
FRB 5110   469.4  35    384.4  0.397    14.9    2.0
FRB 5111   687.3  35    602.3  0.417    23.2    2.0
FRB 5112   346.4  35    261.4  0.155    24.6    2.0
FRB 5113   394.2  35    309.2  0.146    38.0    4.0
FRB 5114   546.1  35    461.1  0.261    12.9    4.0
FRB 5115   889.8  35    804.8  0.380    14.5    2.0
FRB 5116   388.0  35    303.0  0.176    30.1    2.0
FRB 5117   480.6  35    395.6  0.544    14.3    3.0
FRB 5118   729.0  35    644.0  0.405    18.8    3.0
FRB 5119   380.6  35    295.6  0.296     9.8    2.0
FRB 5120   200.9  35    115.9  0.093    12.8    3.0
FRB 5121   385.0  35    300.0  0.199    10.7    2.0
FRB 5122   676.4  35    591.4  0.655    13.9    0.0
FRB 5123   345.8  35    260.8  0.205    13.1    5.0
FRB 5124   685.1  35    600.1  0.029     9.2    3.0
FRB 5125   243.9  35    158.9  0.079    32.4    1.0
FRB 5126   965.9  35    880.9  0.314    10.1    3.0
FRB 5127   283.3  35    198.3  0.018    10.5    2.0
FRB 5128  1182.9  35   1097.9  0.017    41.8    1.0
FRB 5129   342.0  35    257.0  0.344    39.0    2.0
FRB 5130   477.3  35    392.3  0.327    11.2    3.0
FRB 5131   519.2  35    434.2  0.417     9.9    2.0
FRB 5132   207.6  35    122.6  0.139    16.7    4.0
FRB 5133   722.3  35    637.3  0.567     9.3    1.0
FRB 5134   385.1  35    300.1  0.378    14.3    3.0
FRB 5135   137.9  35     52.9  0.035    14.7    2.0
FRB 5136   303.7  35    218.7  0.275    26.0    0.0
FRB 5137   825.0  35    740.0  0.346    14.6    1.0
FRB 5138   135.1  35     50.1  0.028    90.4    2.0
FRB 5139   335.4  35    250.4  0.214    11.1    2.0
FRB 5140   663.7  35    578.7  0.466    30.2    2.0
FRB 5141   206.1  35    121.1  0.089    37.7    1.0
FRB 5142   404.3  35    319.3  0.350    24.4    4.0
FRB 5143   245.2  35    160.2  0.201   124.6    3.0
FRB 5144   131.9  35     46.9  0.022    47.0    0.0
FRB 5145   482.8  35    397.8  0.467    17.6    2.0
FRB 5146   493.9  35    408.9  0.044   117.7    2.0
FRB 5147   232.8  35    147.8  0.085    86.7    3.0
FRB 5148   214.0  35    129.0  0.023     9.1    4.0
FRB 5149   305.8  35    220.8  0.097    16.5    5.0
FRB 5150   315.1  35    230.1  0.079    13.5    3.0
FRB 5151   545.7  35    460.7  0.443    12.4    4.0
FRB 5152   590.6  35    505.6  0.389     9.3    3.0
FRB 5153   364.5  35    279.5  0.303    11.4    2.0
FRB 5154   157.6  35     72.6  0.033    10.3    2.0
FRB 5155   452.2  35    367.2  0.444    16.2    2.0
FRB 5156  1062.2  35    977.2  0.236    25.9    1.0
FRB 5157  1014.4  35    929.4  0.208     9.5    4.0
FRB 5158   385.5  35    300.5  0.108     9.0    4.0
FRB 5159   653.2  35    568.2  0.275    42.7    2.0
FRB 5160   197.2  35    112.2  0.113    13.6    2.0
FRB 5161   268.3  35    183.3  0.287    13.9    2.0
FRB 5162   260.7  35    175.7  0.125    12.9    2.0
FRB 5163   531.6  35    446.6  0.495    12.0    2.0
FRB 5164   320.9  35    235.9  0.373    11.3    4.0
FRB 5165   590.6  35    505.6  0.596    13.7    2.0
FRB 5166   598.1  35    513.1  0.152     9.2    2.0
FRB 5167   199.6  35    114.6  0.066    27.9    2.0
FRB 5168   165.6  35     80.6  0.101    10.5    4.0
FRB 5169   369.3  35    284.3  0.213    18.1    4.0
FRB 5170   603.6  35    518.6  0.380    20.0    3.0
FRB 5171   277.4  35    192.4  0.182    28.7    3.0
FRB 5172   220.4  35    135.4  0.061    13.6    2.0
FRB 5173   160.7  35     75.7  0.081    31.6    3.0
FRB 5174   183.2  35     98.2  0.053    39.6    1.0
FRB 5175   342.6  35    257.6  0.045     9.7    3.0
FRB 5176  1089.2  35   1004.2  0.551     9.6    2.0
FRB 5177   257.0  35    172.0  0.043    23.9    5.0
FRB 5178   898.8  35    813.8  0.018    19.0    2.0
FRB 5179   240.4  35    155.4  0.175    40.0    3.0
FRB 5180   406.4  35    321.4  0.071     9.7    3.0
FRB 5181   383.8  35    298.8  0.297    10.8    2.0
FRB 5182   412.4  35    327.4  0.047    81.3    2.0
FRB 5183  1165.3  35   1080.3  0.446    22.6    2.0
FRB 5184   245.7  35    160.7  0.114    13.8    2.0
FRB 5185   226.2  35    141.2  0.124    13.7    3.0
FRB 5186   614.4  35    529.4  0.546    13.3    1.0
